duplicate_id,database,document_type,author,year,title,source,volume,article_number,abstract,keywords,doi,url,notes,ZZ,source_type,issue,start_page,end_page,supertaxa,date_generated,issn,accession_zr,C6,edition,CP,A1,journal,pages,number,isbn,label,record_ids
1419,Scopus,Conference paper,"Rianti, P. and Arisanti, S. and Sandika, A.M.P.",2023,"Wildlife diversity and ecology for sustainable eco-edutourism in Peramun Hill, Belitung, Indonesia",IOP Conference Series: Earth and Environmental Science,1271,012052,"Peramun Hill, one of the sites in Belitong Geopark, Belitung Regency, has a unique land-cross section and is a sustainable tourism area, providing an ecosystem service to nature and local society. Therefore, carrying out wildlife diversity information can be the guideline for managing conservation and eco-edu tourism. This study aims to record wildlife biodiversity and its ecological function at Peramun Hill. We used the purposive sampling method and analyzed with richness index, diversity, Evenness, and Kruskal-Wallis's test. We recorded 12 species of Pisces (fish), six species of amphibians, eight species of reptiles, 18 species of aves, and seven species of mammals. It includes the endemic mammalian species, Cephalophacus bancanus saltator, and a newly recorded reptile species, Cnemaspis purnamae. Two wildlife species are classified as data deficient, two are vulnerable, three are endangered, seven are critically endangered, and four are protected in Indonesia. These findings show that Peramun Hill has low species richness and is dominated by particular species in the entire habitat area. The various types of ecosystems in the area (primary, secondary, and agroforestry forest) might affect wildlife biodiversity. Therefore, biodiversity conservation must be managed, especially in ecosystem services such as sustainable tourism. © Published under licence by IOP Publishing Ltd.",ecological function and endemic species and fauna and wildlife inventory,10.1088/1755-1315/1271/1/012052,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182014066&doi=10.1088%2f1755-1315%2f1271%2f1%2f012052&partnerID=40&md5=a7874c75f11458981fd7e1ded2cc40ff,Export Date: 25 April 2025; Cited By: 1,NA,CONF,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,1419
1420,Scopus,Article,"Terzano, D. and Trezza, F.R. and Rezende, M. and Malatesta, L. and Lew Siew Yan, S. and Parish, F. and Moss, P. and Bresciani, F. and Cooke, R. and Dargusch, P. and Attorre, F.",2023,"Prioritization of peatland restoration and conservation interventions in Sumatra, Kalimantan and Papua","Journal for Nature Conservation, JOURNAL FOR NATURE CONSERVATION",73,126388,"Peatlands in Indonesia are of global significance for biodiversity conservation and climate regulation, as well as of national and local significance for water management and livelihood support. Despite their importance, in tropics these ecosystems remain among the least investigated and monitored and are increasingly threatened by anthropogenic activities. To support the ongoing formulation, refinement and implementation of peatland restoration and conservation activities in Indonesia, we developed a methodology based on land cover and land productivity analysis, which will help prioritize interventions in Sumatra, Kalimantan and Papua. Results showed that of the analysed peatland area, approximately 45.5% should be conserved, 28.7% should be restored and 16.2% should be subjected to sustainable agricultural practices. Furthermore, the analysis showed that only 15.6% of the peatlands in need of conservation measures are currently protected, resulting in a necessary expansion of protected areas of about 84%. This study is intended as a tool for policy makers to guide future action, emphasising that conservation and restoration efforts in Indonesian peatlands should be increased, and providing spatial guidance for their implementation. © 2023 Elsevier GmbH",Conservation targets and Indonesia and Peatlands and Prioritization and Restoration targets and Borneo and Greater Sunda Islands and Indonesia and Kalimantan and Papua [(PRV) Indonesia] and Sumatra and Sunda Isles and biodiversity and conservation management and environmental policy and environmental restoration and future prospect and peatland and policy implementation and protected area and regulatory framework and restoration ecology and targeting,10.1016/j.jnc.2023.126388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150255728&doi=10.1016%2fj.jnc.2023.126388&partnerID=40&md5=f1769b1e7345f4c11f2abe30c174503d,Export Date: 25 April 2025; Cited By: 6,NA,JOUR,NA,NA,NA,NA,JUN,1617-1381 and 1618-1093,WOS:000972664700001,MAR 2023,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","1420, 5212"
1421,Scopus,Article,"Felício, A.P. and Carrijo, M.G.G. and Machado, R.G. and Coutinho, C.R.M. and Coelho, C.P. and Bonamin, L.V. and de Souza Cucco, P.H. and Cucco, M.A. and Brum, K.B. and de Souza, M.F.A.",2023,Recovery of fire-damaged “cerrado” area treated with homeopathic preparations in slow dispersion devices – a descriptive study,International Journal of High Dilution Research,22,NA,"Given the seasonal climatic characteristics, forest fires in “cerrado” areas in Central Brazil are common and challenging to prevent. Despite fire being a plant stimulation factor, such as breaking seed dormancy, when it covers large areas or occurs very frequently, it can cause irreparable damage to nature. Prevention is difficult and costly, and there are no corrective action options other than waiting for natural regeneration, which is usually slow and, not infrequently, with permanent damage. Due to its physicochemical qualities acting in biological regulation processes, water has been considered the primary vehicle for propagating signals from homeopathic ingredients, as suggested by previous studies carried out with solvatochromic dyes. Therefore, such inputs could, in theory, be inserted into watercourses to stimulate the regeneration of the biome destroyed by fire. This hypothesis motivated this case study. A slow dispersion device was developed aiming at promoting continuous environmental regeneration, containing hydrocolloid and calcium carbonate as a solid base soaked in a homeopathic complex specifically designed for this purpose, composed of Arnica montana 30 cH, Phosphorus 30 cH, Arsenicum album 30 cH, Staphysagria 30 cH, Ignatia amara 30 cH. The case occurred in Nascentes do Rio Taquari State Park (PENT), between Mato Grosso and Mato Grosso do Sul state, Brazil. It is a “cerrado” area, with multiple springs that feed the Paraguay River, occupying an area of 26,849 hectares over the Guarani and Bauru aquifers. After the fire in early September 2020, the devices were fixed at 9 strategic points in the park (P1 to P9) over 10 days, between September 29 and October 11, 2020, in water courses close to the main springs. The points varied from 400 to 800 m (altitude); all points were covered by native / recovered vegetation, but five were near agricultural fields. Two (P2 and P4) were located less than 400m from a highly vulnerable impact zone for burning. To assess the restoration signs of the post-fire environment, the IMASUL technicians responsible for monitoring the park registered the regrowth occurrence of new and known species of the flora in different locations close to four device-insertion points (P3, P5, P7, P8). Signs of recovery were observed 40 days after the fire was over. A rapid pioneer plant restructuring was noted, with a significant regrowth of grass, herbaceous and shrub species, such as Mutamba (Guazuma ulmifolia), Murici (Byrsonima spp.), Inga (Inga sp.), Brachiaria (Brachiaria sp.), Jaraguá grass (Hyparrhenia rufa), Colonião grass (Panicum maximum), Gabiroba (Campomanesia sp.), and Pixirica (Miconia sp.). Some species, such as Mimosa (Mimosa sp.), Colonião grass (Panicum maximum), and Jaraguá grass (Hyparrhenia rufa), were not detected in the area before the fire, probably by the seed bank stimulation caused by the heat. There was rapid forest regeneration (4 months after the fire) concerning the historical Brazilian forest natural post-fire recovery time [1], whose average for complete restoration is five to ten years, depending on the biome and the damage degree. The restoration of most of the burned trees was also noted, both for resisting the fire and for being free of invasive species highly aggressive to native plants, which were controlled by the action of fire. Concerning the fauna recovery, new bird visual observations were periodically observed, highlighting the appearance of “Tuiuiú” (Jabiru mycteria) and “Socó” (Tigrisoma lineatum) close to a water body with a waterfall area (P3). Both species belong to the “Pantanal” biome close to the park. Such species began to frequent the park's lakes, being observed until February 2023 (the last survey date). The park's inventory of lichens and fungi showed an unusual tolerance to fire in species that adhered to burned trees and remained active. In this way, although there is no clear cause-effect relation in this case report, it is suggested that installing slow dispersion devices in watercourses can contribute to the regeneration of other “cerrado” biome areas subjected to fire, protecting the local biodiversity. More studies of this nature are needed to know the real impact of this method on the recovery of different biomes. © International Journal of High Dilution Research.",biome regeneration and ecosystems and environmental homeopathy and forest fire,10.51910/IJHDR.V22I2.1351,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185262573&doi=10.51910%2fIJHDR.V22I2.1351&partnerID=40&md5=1bf7a5d04d6e5d53d3e4160faab381e0,Export Date: 25 April 2025; Cited By: 2,NA,JOUR,2,44,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,1421
1424,Scopus,Article,"Melo, L.B.B. and Benevenute, P.A.N. and Barbosa, S.M. and Chiarini, T.P.A. and Oliveira, G.C. and Lima, J.M. and Vanella, D. and Consoli, S. and Ferreira, E.A. and Silva, B.M.",2023,Spatial and temporal electrical resistivity dynamics in a dense Ultisol under deep tillage and different citrus root-stocks,Soil and Tillage Research,228,105629,"Deep tillage can be applied to face high-density soil horizons by improving the root system's access to deeper layers. In this sense, soil and ecosystem services related to nutrients cycling and water recharge can be improved. In this study, the spatial and temporal dynamics of soil water content (θ) were inferred using two-dimensional electrical resistivity (ER) surveys, that were applied to explore the soil profile treated by deep tillage under different citrus rootstocks (RS) implantation. A seasonal scale ER monitoring (Spring 2018, Summer 2019, and Winter 2019) was carried out at a selected study area, characterized by Ultisols and located in Southeastern Brazil. Three different citrus RS-types, represented by the varieties ‘Cravo Santa Cruz lemon’ (CSC), ‘Sunki Tropical Tangerine’ (ST), and ‘Citrandarin Indio’ (CI). Deep tillage was adopted before RS citrus-types planting by opening furrows and subsoiling up to 0.6 m depth. The interrows citrus plants were covered with Brachiaria decumbens (Syn. Urochloa) in all citrus RS-type plots. A native forest area (‘Forest’) was used as reference for all θ evaluations. The model for the ER-θ relationships was determined from measurements conducted on soil samples in the laboratory. Root water uptake (RWU), in terms of θ changes, was evaluated at the different treatments under study. The obtained results proved the suitability of ER method for identifying the ER-θ dynamics in the Ultisol profiles over time. Lower and more stable θ values were obtained in the ‘Forest’ and interrow areas. Among the evaluated citrus RS-types, CSC showed the highest water use efficiency due to the greatest root system development. © 2023 Elsevier B.V.",Conservative agriculture and Geophysical surveys and Natural dense layer and Tangerine crop and Tropical soil and Water storage and Brazil and Ecosystems and Electric conductivity and Forestry and Plants (botany) and Soil moisture and Soil surveys and Tropics and Citrus rootstocks and Conservative agricultures and Deep tillage and Dense layer and Geophysical surveys and Natural dense layer and Tangerine crop and Tropical soils and Ultisol and Water storage and alternative agriculture and electrical resistivity and geophysical survey and rootstock and spatiotemporal analysis and tillage and Ultisol and water storage and Dynamics,10.1016/j.still.2022.105629,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145783865&doi=10.1016%2fj.still.2022.105629&partnerID=40&md5=1f5ad85f73bfad0f8d4fe2273a95cf2f,Export Date: 25 April 2025; Cited By: 3,NA,JOUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,1424
1426,Scopus,Article,"Forti, L.R. and Travassos, M.L.O. and Coronel-Bejarano, D. and Miranda, D.F. and Souza, D. and Sabino, J. and Szabo, J.K.",2023,Posts Supporting Anti-Environmental Policy in Brazil are Shared More on Social Media,"Environmental Management, ENVIRONMENTAL MANAGEMENT",71,NA,"Weakening environmental laws supported by disinformation are currently of concern in Brazil. An example of disinformation is the case of the “firefighter cattle”. Supporters of this idea believe that by consuming organic mass, cattle decrease the risk of fire in natural ecosystems. This statement was cited by a member of the Bolsonaro government in response to the unprecedented 2020 fires in the Pantanal, as well as in support of a new law that enables extensive livestock in protected areas of this biome. By suggesting that grazing benefits the ecosystem, the “firefighter cattle” argument supports the interests of agribusiness. However, it ignores the real costs of livestock production on biodiversity. We analysed the social repercussion of the “firefighter cattle” by analysing public reactions to YouTube, Facebook, and Google News posts. These videos and articles and the responses to them either agreed or disagreed with the “firefighter cattle”. Supportive posts were shared more on social media and triggered more interactions than critical posts. Even though many netizens disagreed with the idea of “firefighter cattle”, it has gone viral, and was used as a tool to strengthen anti-environmental policies. We advocate that government institutions should use resources and guidelines provided by the scientific community to raise awareness. These materials include international reports produced by the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services (IPBES) and the Intergovernmental Panel on Climate Change (IPCC). We need to curb pseudoscience and misinformation in political discourse, avoiding misconceptions that threaten natural resources and confuse global society. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Brazil and Deforestation and Environmentalism and Fake news and Grazing and Pantanal and Animals and Brazil and Cattle and Conservation of Natural Resources and Ecosystem and Environmental Policy and Social Media and Brazil and Pantanal and Climate change and Conservation and Deforestation and Ecosystems and Environmental regulations and Fire extinguishers and Fires and Social networking (online) and Anti-environmental policies and Brazil and Environmental law and Environmentalism and Fake news and Grazing and Natural ecosystem and Organic mass and Pantanal and Social media and deforestation and environmental policy and governance approach and grazing and livestock farming and social media and article and awareness and biodiversity and biome and bovine and Brazil and climate change and deforestation and disinformation and ecosystem and ecosystem service and environmental law and environmental policy and environmentalism and fire and fire fighter and government and grazing and human and livestock and misinformation and natural resource and nonhuman and practice guideline and pseudoscience and social media and videorecording and animal and Brazil and ecosystem and environmental policy and environmental protection and Biodiversity,10.1007/s00267-022-01757-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142914540&doi=10.1007%2fs00267-022-01757-x&partnerID=40&md5=477363698569b570805982c1ee2582b5,Export Date: 25 April 2025; Cited By: 3,NA,JOUR,6,1188,1198,NA,JUN,0364-152X and 1432-1009,WOS:000889402100001,NOV 2022,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","1426, 4791"
1428,Scopus,Article,"dos Santos Ferreira, B.H. and da Rosa Oliveira, M. and Mariano Fernandes, R.A. and Fujizawa Nacagava, V.A. and Arguelho, B.A. and Ribeiro, D.B. and Pott, A. and Damasceno Junior, G.A. and Garcia, L.C.",2023,Flowering and fruiting show phenological complementarity in both trees and non-trees in mosaic-burnt floodable savanna,"Journal of Environmental Management, JOURNAL OF ENVIRONMENTAL MANAGEMENT",337,117665,"The homogenization of fire regimes in a landscape may imply a temporal reduction in the availability of resources, such as flowers and fruits, which affect the fauna, as well as ecosystem services. We hypothesized that maintaining mosaic burning regimes, and thereby pyrodiversity, can diversify phenological patterns, ensuring year-round availability of flowers and fruits. Here we monitored open grassy tropical savanna phenology under different historical fire frequencies and fire seasons in a highly heterogeneous landscape in an Indigenous Territory in Brazil. We evaluated phenological patterns of tree and non-tree plants through monthly surveys over three years. These two life forms responded differently to climate and photoperiod variables and to fire. Different fire regimes led to a continuous availability of flowers and fruits, due to the complementarity between tree and non-tree phenologies. Late-season fires are supposed to be more devastating, but we did not detect a significant reduction in flower and fruit production, especially under moderate fire frequency. However, late burning in patches under high frequency resulted in a low availability of ripe fruits in trees. The fruiting of non-tree plants in patches under low fire frequency and early burning ensure ripe fruit, when there are practically no trees fruiting in the entire landscape. We conclude that maintaining a seasonal fire mosaic should be prioritized over historical fire regimes, which lead to homogenization. Fire management is best conducted between the end of the rainy season and the beginning of the dry season, when the risk of burning fertile plants is lower. © 2023 Elsevier Ltd",Fire-prone wetlands and Grassy floodplains and Indigenous fire brigades and Kadiwéu and Prescribed burning and Ecosystem and Fires and Flowers and Fruit and Grassland and Reproduction and Brazil and Ecosystems and Fires and Floods and Plants (botany) and Fire brigade and Fire frequencies and Fire prone and Fire regimes and Fire-prone wetland and Flood plains and Grassy floodplain and Indigenous fire brigade and Kadiweu and Prescribed burning and complementarity and fire management and floodplain and flowering and fruiting and phenology and prescribed burning and savanna and wetland and Article and Brazil and canopy and climate and dry season and fire and flowering and fruiting and mosaicism and phenology and photoperiodicity and rainy season and savanna and tree and ecosystem and fire and flower and fruit and grassland and reproduction and Fruits,10.1016/j.jenvman.2023.117665,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150384623&doi=10.1016%2fj.jenvman.2023.117665&partnerID=40&md5=dfb6412a833c55db41c53ff0193125c6,Export Date: 25 April 2025; Cited By: 8,NA,JOUR,NA,NA,NA,NA,JUL 1,0301-4797 and 1095-8630,WOS:000959806000001,MAR 2023,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","1428, 4915"
1433,Scopus,Article,"Sfreddo, G.A. and Ruiz, J.A.C. and Da Silva, T.S. and Barboza, E.G.",2023,Economic valuation of selected coastal ecosystems based on key provisioning and regulation services of Jaguaruna (Brazil),"Desenvolvimento e Meio Ambiente, DESENVOLVIMENTO E MEIO AMBIENTE",62,NA,"The search for sustainability can be understood as a trajectory towards the maintenance of ecosystem services, which includes ways of minimizing the risk of losing them due to some imminent coastal hazard. Thus, this study aimed to evaluate the state of key-ecosystem services of provisioning and regulation in the southern coast of the state of Santa Catarina in the face of coastal stressors. For the development of the research, eight types of ecosystems were identified and mapped, according to a key ecosystem service offered by each of them, and the four largest in area were selected to apply the environmental valuation methodologies. The methodologies used were the Avoided Costs Method (ACM) and the Replacement Cost Method (RCM). The ACM calculates the economic value of the benefits that an ecosystem provides that would not be available if it did not exist. In turn, the RCM is based on the replacement cost of a damaged asset. Valuation results for Agriculture and Cattle farming; Continental waters and Marine environment; and Afforestation were respectively 1.74; 2.86; 2.89 million of dollars per year, while results for Dunes, Beaches and Restingas were in the range of USD 3,120-6,240 ha-1 yr-1. These values should be understood as approximations of the true economic dimension of the damages caused by the use of ecosystems, since they correspond to how much the environment is capable of monetarily returning to individuals. Furthermore, these values cannot be used to calculate fines in case of environmental degradation. © 2023 WITPress. All rights reserved.",avoided costs method and coastal risk and environmental valuation methods and replacement cost method and Brazil and Santa Catarina and afforestation and coastal zone and cost analysis and ecosystem service and environmental economics and service provision and sustainability,10.5380/dma.v62i0.82424,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173282232&doi=10.5380%2fdma.v62i0.82424&partnerID=40&md5=5f1f3567eea00785f6a637a1adfbc180,Export Date: 25 April 2025; Cited By: 0,NA,JOUR,NA,267,287,NA,JUL-DEC,1518-952X and 2176-9109,WOS:001108897700008,NA,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","1433, 4542"
1434,Scopus,Article,"Ollinaho, O.I. and Kröger, M.",2023,Separating the two faces of “bioeconomy”: Plantation economy and sociobiodiverse economy in Brazil,"Forest Policy and Economics, FOREST POLICY AND ECONOMICS",149,102932,"This article analyzes the metadiscourse of bioeconomy and the ways in which bioeconomy is gaining new meanings in Brazil. We argue that the currently unfolding framing of Amazonian diverse economies in natural forests as part of a bioeconomy—on a par with, for example, soybean plantations—is a dangerous and misleading path. Recent reports framing the Amazon as a potential hotspot of bioeconomy are critically scrutinized. We find it important to disintegrate the all-embracing bio-concept that refers to anything “bio” and make visible and strengthen a radical and sustainable version of the bio-based economy against the extractive economy of the plantation. It is essential to analyze how land use practices impact diversity, both in the biological sphere and in social organization. We contrast and compare two types of land use based economies, the “plantation economy” and the “sociobiodiverse economy” offering a toolbox with which to analyze the nature of land use based economies when they expand over new territories and political economic systems. We explore how these two logics of land use compete for the same land and rule each other out, as rivals, using agroforestry and plantation studies as a basis. We find that the term bioeconomy has become so conflated that it cannot be rescued to serve the development of sociobiodiverse economies, such as agroecology or agroforestry. We conclude by making policy suggestions from a more global development perspective, situating the bioeconomy framing into the current moment of converging global crises. © 2023 The Authors",Agroforestry and Biodiversity and Bioeconomy and Brazil and Plantation politics and Sustainability and Biodiversity and Brazil and Contrast and Development and Economics and Forests and Impact and Land Use and Economics and Land use and Agroforestry and Bio-based and Brazil and Economic system and Hotspots and Natural forests and Plantation economy and Plantation politic and Social organizations and Unfoldings and Biodiversity,10.1016/j.forpol.2023.102932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148543703&doi=10.1016%2fj.forpol.2023.102932&partnerID=40&md5=c3aa9b7c6dd2683ec5ebc1e8948b882a,Export Date: 25 April 2025; Cited By: 19,NA,JOUR,NA,NA,NA,NA,APR,1389-9341 and 1872-7050,WOS:000946083700001,FEB 2023,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","1434, 5510"
1437,Scopus,Note,"Orcutt, B.N.",2023,I’ve witnessed the wonders of the deep sea. Mining could destroy them,Nature,619,NA,NA,Biodiversity and Ocean sciences and Policy and Technology and Mining and cobalt and lanthanide and metal and nickel and Brazil and Canada and commercial phenomena and deep sea and ecosystem restoration and environmental impact assessment and environmental mitigation and environmental protection and environmental reclamation and France and Germany and government and international cooperation and investment and Jamaica and legal aspect and marine environment and mining and New Zealand and nonhuman and Note and octopus and recycling and solar radiation and United Nations and wind farm,10.1038/d41586-023-02369-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165669949&doi=10.1038%2fd41586-023-02369-z&partnerID=40&md5=1f5d2438a81c1e79db9a2c4ba6b82e24,Export Date: 25 April 2025; Cited By: 4,NA,JOUR,7971,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,1437
1438,Scopus,Article,"Yun, C.-W. and Lee, J.",2023,Role of Tree Vegetation and Associated Environmental Factors on the Understory Herb-Layer Composition in a Reforested Area: A Study from “Kulon Progo Community Forestry”,Diversity,15,900,"We assessed the understory herb-layer species composition in response to tree vegetation and its associated environmental factors in the reforested area of the Kulon Progo Community Forestry, Yogyakarta, Indonesia. The understory herb-layer composition among different stand types, including Pinus (PN), Aleurites-Swietenia (AS), Swietenia-Acacia (SA), Melaleuca-Acacia (MA) and Tectona-Dalbergia (TD), was compared using some comparison analyses. The influence of tree vegetation characteristics and associated environmental factors on the understory herb-layer species was analyzed by employing canonical correspondence analysis (CCA). Our result showed variation in understory herb-layer species composition despite equality in richness and diversity indices. Among all stand types, the MA stand showed fewer shade-tolerant species, and the TD stand exhibited the smallest number of shade-intolerant species. Seedling availability also varied between AS and MA, which contained fewer seedling species. One of the main species in the two stands did not even regenerate. Moreover, all indicator species in MA were shade-intolerant species with invasive characteristics, while those in TD were shade-tolerant and semi-shade-tolerant species. CCA showed that stand types held an important role in the herb-layer species composition, where the number of shade-tolerant and seedling species commonly native to forest were directly proportional to tree canopy coverage, silt proportion in soil texture and concentration of soil organic carbon yet inversely proportional to below-stand utilization. In contrast, the number of shade-intolerant species had positive correlation to below-stand utilization and inversely to other correlated factors. Our study also indicated the possibility of tree vegetation controlling several environmental factors, where the increase in canopy coverage was followed by an increasing proportion of silt in soil texture and concentration of soil organic carbon, as well as a decreasing percentage of below-stand utilization. Accordingly, we recommend tree species enrichment with dense-canopy trees and adaptive management of below-stand utilization for better forest development and tree regeneration. This finding provides important knowledge for evaluation and improvement in the ecological restoration of degraded forests. © 2023 by the authors.",herb and indicator species and regeneration and seedlings and understory and vegetation and Indonesia and Yogyakarta and community forestry and environmental factor and herb and pine and reforestation and regeneration and restoration ecology and seedling and shade tolerance and species diversity and understory and vegetation,10.3390/d15080900,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169074082&doi=10.3390%2fd15080900&partnerID=40&md5=449b6c30a3a0940b6ade61ccae140d5d,Export Date: 25 April 2025; Cited By: 3,NA,JOUR,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,1438
1439,Scopus,Article,"Montes-Escobar, K. and De la Hoz-M, J. and Barreiro-Linzán, M.D. and Fonseca-Restrepo, C. and Lapo-Palacios, M.Á. and Verduga-Alcívar, D.A. and Salas-Macias, C.A.",2023,Trends in Agroforestry Research from 1993 to 2022: A Topic Model Using Latent Dirichlet Allocation and HJ-Biplot,"Mathematics, MATHEMATICS",11,2250,"Background: There is an immense debate about the factors that could limit the adoption of agroforestry systems. However, one of the most important is the generation of scientific information that supports the viability and benefits of the proposed techniques. Statistical analysis: This work used the Latent Dirichlet Allocation (LDA) modeling method to identify and interpret scientific information on topics in relation to existing categories in a set of documents. It also used the HJ-Biplot method to determine the relationship between the analyzed topics, taking into consideration the years under study. Results: A review of the literature was conducted in this study and a total of 9794 abstracts of scientific articles published between 1993 and 2022 were obtained. The United States, India, Brazil, the United Kingdom, and Germany were the five countries that published the largest number of studies about agroforestry, particularly soil organic carbon, which was the most studied case. The five more frequently studied topics were: soil organic carbon, adoption of agroforestry practices, biodiversity, climatic change global policies, and carbon and climatic change. Conclusion: the LDA and HJ-Biplot statistical methods are useful tools for determining topicality in text analysis in agroforestry and related topics. © 2023 by the authors.",HJ-biplot and LDA and modeling method and text analysis and topic diversity,10.3390/math11102250,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160615600&doi=10.3390%2fmath11102250&partnerID=40&md5=ea52071d975c58b9b56f5ea66b39e654,Export Date: 25 April 2025; Cited By: 7,NA,JOUR,10,NA,NA,NA,MAY 11,2227-7390,WOS:000997024000001,NA,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","1439, 5583"
1441,Scopus,Article,"Sousa, M.V.L. and Melo, S.N. and Souza, J.C.B. and Silva, C.F.A. and Feitosa, Y. and Matias, L.F.",2023,Importance of Protected Areas by Brazilian States to Reduce Deforestation in the Amazon,"ISPRS International Journal of Geo-Information, ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION",12,190,"Protected areas (PAs) help in strategies for maintaining biodiversity and inhibiting deforestation of the Amazon rainforest. However, there are few studies that evaluate the effectiveness of lands protected by states (or federation units). Our goal was to compare land use change over 35 years in state-level PAs with another area of protection, both in the Amazon of the Maranhão state, Brazil. We employed remote sensing techniques, the geographic information system (GIS), and statistical analysis with the use of analyses of covariance (ANCOVAS) to analyze the presence of the classes of land use and change in the PA. The results indicate that the state PAs were effective in preserving forest cover and decelerating grazing. The implications of the results are discussed in the context of supporting public policies at the state level for the protection of the Amazon. © 2023 by the authors.",Amazon and deforestation and GIS and land use and protected area,10.3390/ijgi12050190,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160317109&doi=10.3390%2fijgi12050190&partnerID=40&md5=4dd13b13b014a3d0914cda4590e70341,Export Date: 25 April 2025; Cited By: 5,NA,JOUR,5,NA,NA,NA,MAY 4,2220-9964,WOS:000998215100001,NA,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","1441, 5418"
1442,Scopus,Article,"Silva, P.A. and Cherutte, A.G. and Gomes, A.C.S. and Silva, L.L. and Brito, L. and Rodrigues, B.M. and Maruyama, P.K.",2023,The ecological role and potential impact of an alien tree highly attractive to native nectar-feeding birds in urban areas,"Urban Ecosystems, URBAN ECOSYSTEMS",26,NA,"Alien plants may provide considerable benefits to biodiversity in urban areas while showing low to moderate risk of negative impacts. Here, we evaluated the ecological role of the alien tree Bombax ceiba when interacting with nectar-feeding birds, including its potential for negative impacts as an invasive plant in an urban area in Brazil. At the community level, network analysis of 70 bird species interacting with flowers from 73 plant species showed B. ceiba to be one of the few ""hub"" plant species, indicating its importance as a nectar resource for urban birds. Specifically, B. ceiba flowers attracted 38 bird species with different habits (feeding guilds and habitat requirements), most of which fed on nectar, while some also consumed floral parts. On the other hand, the semiquantitative risk assessment for B. ceiba regarding potential negative impacts on native species and ecosystems indicated only a moderate risk, suggesting an overall benefit of keeping this tree species in the urban landscape. In this context, we highlight that the function, not only the origin of a species, may be used to plan ""biophilic"" cities through urban greening. Moreover, possible suppression of alien plants should consider the ecological role these species play in urban areas. Given that proper assessment of risk factors is carried out, urban afforestation with some alien plant species can promote biodiversity and ecosystem services by providing key resources during food scarcity for the fauna. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Alien plant roles and Biodiversity-friendly cities and Dry season and Resource provisioning and Street trees,10.1007/s11252-023-01345-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153239559&doi=10.1007%2fs11252-023-01345-9&partnerID=40&md5=27dc1d2f425bd35f74edabf5fc00c90a,Export Date: 25 April 2025; Cited By: 4,NA,JOUR,4,1029,1040,NA,AUG,1083-8155 and 1573-1642,WOS:000971702800001,APR 2023,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","1442, 4866"
